ticker,season,year,quarter,earnings_date,analysis_date,revr
FOXA,Q1 2021,2021,Q1,2021-02-09,2021-01-10,0.8608428450594324
SWK,Q1 2021,2021,Q1,2021-01-28,2020-12-29,1.0095782661753239
LEN,Q1 2021,2021,Q1,2021-03-16,2021-02-14,1.0671008612108697
SO,Q1 2021,2021,Q1,2021-02-18,2021-01-19,1.070155693181724
PGR,Q1 2021,2021,Q1,2021-01-27,2020-12-28,1.0451817264773242
PH,Q1 2021,2021,Q1,2021-02-04,2021-01-05,0.756476671155663
BK,Q1 2021,2021,Q1,2021-01-20,2020-12-21,0.9763084474574766
LHX,Q1 2021,2021,Q1,2021-01-29,2020-12-30,1.0271581341441784
GD,Q1 2021,2021,Q1,2021-01-27,2020-12-28,1.0933324924191885
AKAM,Q1 2021,2021,Q1,2021-02-09,2021-01-10,1.037552813612728
DOW,Q1 2021,2021,Q1,2021-01-28,2020-12-29,1.0132307695173162
TTWO,Q1 2021,2021,Q1,2021-02-08,2021-01-09,1.1018668928623565
EW,Q1 2021,2021,Q1,2021-01-27,2020-12-28,0.9756992985757755
MRO,Q1 2021,2021,Q1,2021-02-22,2021-01-23,0.9772622245386532
MCO,Q1 2021,2021,Q1,2021-02-12,2021-01-13,0.7915942994220754
MSCI,Q1 2021,2021,Q1,2021-01-28,2020-12-29,0.9440369576613262
CLF,Q1 2021,2021,Q1,2021-02-25,2021-01-26,1.384184667173173
CSGP,Q1 2021,2021,Q1,2021-02-23,2021-01-24,1.1423452958520097
CTXS,Q1 2021,2021,Q1,2021-01-19,2020-12-20,1.5111765391893932
KHC,Q1 2021,2021,Q1,2021-02-11,2021-01-12,1.6406023525448827
HCA,Q1 2021,2021,Q1,2021-02-02,2021-01-03,0.8441267120839827
PPG,Q1 2021,2021,Q1,2021-01-21,2020-12-22,0.9992544966017443
FLIR,Q1 2021,2021,Q1,2021-02-25,2021-01-26,1.0285381773097357
IRBT,Q1 2021,2021,Q1,2021-02-10,2021-01-11,0.5124901714056682
CARR,Q1 2021,2021,Q1,2021-02-09,2021-01-10,1.042997876071635
ROP,Q1 2021,2021,Q1,2021-01-29,2020-12-30,1.2488381289417536
RH,Q1 2021,2021,Q1,2021-03-24,2021-02-22,1.1223357752527834
HAL,Q1 2021,2021,Q1,2021-01-19,2020-12-20,0.9135819262949284
MGNI,Q1 2021,2021,Q1,2021-02-24,2021-01-25,1.0213052507876272
ZEN,Q1 2021,2021,Q1,2021-02-04,2021-01-05,0.7245961169209661
PSX,Q1 2021,2021,Q1,2021-01-29,2020-12-30,1.016355958150981
TER,Q1 2021,2021,Q1,2021-01-27,2020-12-28,1.9220361069877379
ED,Q1 2021,2021,Q1,2021-02-18,2021-01-19,1.1643019863827395
VLO,Q1 2021,2021,Q1,2021-01-28,2020-12-29,0.8917639546019203
VFC,Q1 2021,2021,Q1,2021-01-27,2020-12-28,1.3348193306013276
K,Q1 2021,2021,Q1,2021-02-11,2021-01-12,1.0206301537878766
RP,Q1 2021,2021,Q1,2021-02-10,2021-01-11,0.5014016577541668
LITE,Q1 2021,2021,Q1,2021-02-02,2021-01-03,0.8056381295899693
HPQ,Q1 2021,2021,Q1,2021-02-25,2021-01-26,1.2032332225749007
ROK,Q1 2021,2021,Q1,2021-01-26,2020-12-27,1.1406250865624583
TSLA,Q2 2021,2021,Q2,2021-04-26,2021-03-27,0.8993232501779482
AMZN,Q2 2021,2021,Q2,2021-04-29,2021-03-30,1.105406452640672
AAPL,Q2 2021,2021,Q2,2021-04-28,2021-03-29,1.0779417686116288
MSFT,Q2 2021,2021,Q2,2021-04-27,2021-03-28,1.2243284924447089
NVDA,Q2 2021,2021,Q2,2021-05-26,2021-04-26,0.8389566575795012
GOOGL,Q2 2021,2021,Q2,2021-04-27,2021-03-28,1.2116053379953227
AMD,Q2 2021,2021,Q2,2021-04-27,2021-03-28,0.7368788736513452
BA,Q2 2021,2021,Q2,2021-04-28,2021-03-29,1.0674084342590637
NFLX,Q2 2021,2021,Q2,2021-04-20,2021-03-21,1.182579485492286
JPM,Q2 2021,2021,Q2,2021-04-14,2021-03-15,1.0396347144396492
BAC,Q2 2021,2021,Q2,2021-04-15,2021-03-16,1.018395338141607
SNAP,Q2 2021,2021,Q2,2021-04-22,2021-03-23,0.9917607238745928
INTC,Q2 2021,2021,Q2,2021-04-22,2021-03-23,0.8713609221488267
MRNA,Q2 2021,2021,Q2,2021-05-06,2021-04-06,0.8403511857698914
V,Q2 2021,2021,Q2,2021-04-27,2021-03-28,1.140530158098984
MU,Q2 2021,2021,Q2,2021-06-30,2021-05-31,0.99996071585584
PYPL,Q2 2021,2021,Q2,2021-05-05,2021-04-05,1.0646351388445092
GME,Q2 2021,2021,Q2,2021-06-09,2021-05-10,0.7827287509611245
QCOM,Q2 2021,2021,Q2,2021-04-28,2021-03-29,1.1494514201922854
WFC,Q2 2021,2021,Q2,2021-04-14,2021-03-15,1.1121959441471125
DIS,Q2 2021,2021,Q2,2021-05-13,2021-04-13,1.052894619995141
AMAT,Q2 2021,2021,Q2,2021-05-20,2021-04-20,0.682102463126505
C,Q2 2021,2021,Q2,2021-04-15,2021-03-16,1.2962335554004603
JNJ,Q2 2021,2021,Q2,2021-04-20,2021-03-21,1.1407530721563988
HD,Q2 2021,2021,Q2,2021-05-18,2021-04-18,0.5759393522887098
XOM,Q2 2021,2021,Q2,2021-04-30,2021-03-31,1.340139468551064
T,Q2 2021,2021,Q2,2021-04-22,2021-03-23,1.604002912293839
CRM,Q2 2021,2021,Q2,2021-05-27,2021-04-27,0.9446336060352394
OCGN,Q2 2021,2021,Q2,2021-05-07,2021-04-07,0.6772033367838449
MA,Q2 2021,2021,Q2,2021-04-29,2021-03-30,1.240198382405725
ROKU,Q2 2021,2021,Q2,2021-05-06,2021-04-06,1.4171832319620445
PLTR,Q2 2021,2021,Q2,2021-05-11,2021-04-11,1.2608029595522647
UNH,Q2 2021,2021,Q2,2021-04-15,2021-03-16,0.967671821448737
GS,Q2 2021,2021,Q2,2021-04-14,2021-03-15,1.2925775391091845
PG,Q2 2021,2021,Q2,2021-04-20,2021-03-21,1.0513049084675794
PFE,Q2 2021,2021,Q2,2021-05-04,2021-04-04,0.8399729878175057
WMT,Q2 2021,2021,Q2,2021-05-18,2021-04-18,0.7223161739427545
PLUG,Q2 2021,2021,Q2,2021-06-22,2021-05-23,1.21412148313763
TWTR,Q2 2021,2021,Q2,2021-04-29,2021-03-30,1.1803461591540558
PINS,Q2 2021,2021,Q2,2021-04-27,2021-03-28,0.9890619699398289
ORCL,Q2 2021,2021,Q2,2021-06-15,2021-05-16,1.622358888907343
BKNG,Q2 2021,2021,Q2,2021-05-05,2021-04-05,1.0555572380994829
ADBE,Q2 2021,2021,Q2,2021-06-17,2021-05-18,0.6985286644500452
RIOT,Q2 2021,2021,Q2,2021-05-17,2021-04-17,1.0199084463617953
LRCX,Q2 2021,2021,Q2,2021-04-21,2021-03-22,1.153550628345084
GM,Q2 2021,2021,Q2,2021-05-05,2021-04-05,1.1177011888493598
NKE,Q2 2021,2021,Q2,2021-06-24,2021-05-25,3.45590314866419
ZM,Q2 2021,2021,Q2,2021-06-01,2021-05-02,0.9207900163226839
VZ,Q2 2021,2021,Q2,2021-04-21,2021-03-22,1.1073009875629805
UBER,Q2 2021,2021,Q2,2021-05-05,2021-04-05,1.1455397108846561
MS,Q2 2021,2021,Q2,2021-04-16,2021-03-17,1.2996247341501894
MARA,Q2 2021,2021,Q2,2021-05-10,2021-04-10,1.0744987754961912
PTON,Q2 2021,2021,Q2,2021-05-06,2021-04-06,1.225321799924489
CMCSA,Q2 2021,2021,Q2,2021-04-29,2021-03-30,1.690194070164589
AVGO,Q2 2021,2021,Q2,2021-06-03,2021-05-04,0.7866444986794324
CVX,Q2 2021,2021,Q2,2021-04-30,2021-03-31,1.4814888037795058
CSCO,Q2 2021,2021,Q2,2021-05-19,2021-04-19,0.734508872703817
NUAN,Q2 2021,2021,Q2,2021-05-10,2021-04-10,1.3256699863119616
MRK,Q2 2021,2021,Q2,2021-04-29,2021-03-30,1.5368520052599703
IBM,Q2 2021,2021,Q2,2021-04-19,2021-03-20,1.1970077583002054
UAL,Q2 2021,2021,Q2,2021-04-19,2021-03-20,1.2086511852268322
TXN,Q2 2021,2021,Q2,2021-04-27,2021-03-28,1.2678067269991786
NOW,Q2 2021,2021,Q2,2021-04-28,2021-03-29,1.702962524900058
UPS,Q2 2021,2021,Q2,2021-04-27,2021-03-28,1.9158118507292605
GE,Q2 2021,2021,Q2,2021-04-27,2021-03-28,1.0165352585433272
AAL,Q2 2021,2021,Q2,2021-04-22,2021-03-23,1.368719564832449
FCX,Q2 2021,2021,Q2,2021-04-22,2021-03-23,1.0726077938747536
PEP,Q2 2021,2021,Q2,2021-04-15,2021-03-16,0.9103077255185832
TMO,Q2 2021,2021,Q2,2021-04-29,2021-03-30,0.9821792432173873
MVIS,Q2 2021,2021,Q2,2021-04-29,2021-03-30,0.6731983826454098
COST,Q2 2021,2021,Q2,2021-05-27,2021-04-27,0.8997531801818532
F,Q2 2021,2021,Q2,2021-04-28,2021-03-29,1.3360799944032575
CRWD,Q2 2021,2021,Q2,2021-06-03,2021-05-04,1.2406702041917632
ABBV,Q2 2021,2021,Q2,2021-04-30,2021-03-31,1.0197294270207236
NVAX,Q2 2021,2021,Q2,2021-05-10,2021-04-10,0.7818762522975347
BMY,Q2 2021,2021,Q2,2021-04-29,2021-03-30,1.5937365290574992
LOW,Q2 2021,2021,Q2,2021-05-19,2021-04-19,0.5862025017660674
DKNG,Q2 2021,2021,Q2,2021-05-07,2021-04-07,1.4326728348002282
KO,Q2 2021,2021,Q2,2021-04-19,2021-03-20,1.0125055095035813
SBUX,Q2 2021,2021,Q2,2021-04-27,2021-03-28,1.2835228318717606
CHTR,Q2 2021,2021,Q2,2021-04-30,2021-03-31,1.4683762835189271
ABT,Q2 2021,2021,Q2,2021-04-20,2021-03-21,0.971455321368755
DHR,Q2 2021,2021,Q2,2021-04-22,2021-03-23,0.8489361527074714
CAT,Q2 2021,2021,Q2,2021-04-29,2021-03-30,1.0776257468962334
AMGN,Q2 2021,2021,Q2,2021-04-27,2021-03-28,1.6404790843454593
DAL,Q2 2021,2021,Q2,2021-04-15,2021-03-16,0.9598358793087903
MCD,Q2 2021,2021,Q2,2021-04-29,2021-03-30,1.2592922601925713
HON,Q2 2021,2021,Q2,2021-04-23,2021-03-24,1.2340405479438112
MELI,Q2 2021,2021,Q2,2021-05-05,2021-04-05,1.275737279109202
SNOW,Q2 2021,2021,Q2,2021-05-26,2021-04-26,0.5550530559615344
ABNB,Q2 2021,2021,Q2,2021-05-13,2021-04-13,1.4004312650733712
RTX,Q2 2021,2021,Q2,2021-04-27,2021-03-28,1.047405496109336
MO,Q2 2021,2021,Q2,2021-04-29,2021-03-30,0.6648060469465702
LLY,Q2 2021,2021,Q2,2021-04-27,2021-03-28,1.012419000914038
UNP,Q2 2021,2021,Q2,2021-04-22,2021-03-23,1.216079452883208
NEE,Q2 2021,2021,Q2,2021-04-21,2021-03-22,1.340484808583843
TWLO,Q2 2021,2021,Q2,2021-05-05,2021-04-05,1.2153902435740827
TGT,Q2 2021,2021,Q2,2021-05-19,2021-04-19,0.9543600786461856
SCHW,Q2 2021,2021,Q2,2021-04-15,2021-03-16,1.277176507326712
FDX,Q2 2021,2021,Q2,2021-06-24,2021-05-25,0.8195442202881105
SKLZ,Q2 2021,2021,Q2,2021-05-04,2021-04-04,0.6549056732996422
ATVI,Q2 2021,2021,Q2,2021-05-04,2021-04-04,1.2725275438503276
KSU,Q2 2021,2021,Q2,2021-04-16,2021-03-17,1.4276866180680396
ISRG,Q2 2021,2021,Q2,2021-04-20,2021-03-21,1.6514469926308901
LMT,Q2 2021,2021,Q2,2021-04-20,2021-03-21,1.3319101897430823
QS,Q2 2021,2021,Q2,2021-05-17,2021-04-17,1.1770588457801938
TDOC,Q2 2021,2021,Q2,2021-04-28,2021-03-29,1.543004278813583
OKTA,Q2 2021,2021,Q2,2021-05-26,2021-04-26,0.9935598589083777
SPGI,Q2 2021,2021,Q2,2021-04-29,2021-03-30,1.589790880137504
DE,Q2 2021,2021,Q2,2021-05-21,2021-04-21,0.7746106576541727
RBLX,Q2 2021,2021,Q2,2021-05-10,2021-04-10,1.540672073263465
DOCU,Q2 2021,2021,Q2,2021-06-03,2021-05-04,1.9083844647709982
ETSY,Q2 2021,2021,Q2,2021-05-05,2021-04-05,1.4438499588278335
MDLZ,Q2 2021,2021,Q2,2021-04-27,2021-03-28,1.3754350853442798
X,Q2 2021,2021,Q2,2021-04-29,2021-03-30,1.0582856328590378
AMC,Q2 2021,2021,Q2,2021-05-06,2021-04-06,2.7651727694230432
PM,Q2 2021,2021,Q2,2021-04-20,2021-03-21,0.8858988349807816
LULU,Q2 2021,2021,Q2,2021-06-03,2021-05-04,0.7764918653887112
CMG,Q2 2021,2021,Q2,2021-04-21,2021-03-22,1.243112709352377
GILD,Q2 2021,2021,Q2,2021-04-29,2021-03-30,1.1124034006696688
MMM,Q2 2021,2021,Q2,2021-04-27,2021-03-28,1.8557976201599635
ENPH,Q2 2021,2021,Q2,2021-04-27,2021-03-28,1.0563114272174248
AXP,Q2 2021,2021,Q2,2021-04-23,2021-03-24,1.249070980309802
TMUS,Q2 2021,2021,Q2,2021-05-04,2021-04-04,1.8236595893335297
CLOV,Q2 2021,2021,Q2,2021-05-17,2021-04-17,3.20788702830723
OXY,Q2 2021,2021,Q2,2021-05-10,2021-04-10,1.2795366076262733
COP,Q2 2021,2021,Q2,2021-05-04,2021-04-04,1.0385556417590336
ADI,Q2 2021,2021,Q2,2021-05-19,2021-04-19,0.8096770547218285
CVS,Q2 2021,2021,Q2,2021-05-04,2021-04-04,2.063345889989403
MSTR,Q2 2021,2021,Q2,2021-04-29,2021-03-30,0.7372498497885254
INTU,Q2 2021,2021,Q2,2021-05-25,2021-04-25,0.760326325461853
BLK,Q2 2021,2021,Q2,2021-04-15,2021-03-16,1.0652368257704536
COF,Q2 2021,2021,Q2,2021-04-27,2021-03-28,0.93220434039037
TTD,Q2 2021,2021,Q2,2021-05-10,2021-04-10,1.7025313530734354
KLAC,Q2 2021,2021,Q2,2021-04-29,2021-03-30,1.0873199011066659
EBAY,Q2 2021,2021,Q2,2021-04-28,2021-03-29,1.522240760577921
USB,Q2 2021,2021,Q2,2021-04-15,2021-03-16,1.1297828383021653
REGN,Q2 2021,2021,Q2,2021-05-06,2021-04-06,0.8077111592256118
PENN,Q2 2021,2021,Q2,2021-05-06,2021-04-06,1.2792370598284264
DG,Q2 2021,2021,Q2,2021-05-27,2021-04-27,0.759870190326048
FIS,Q2 2021,2021,Q2,2021-05-06,2021-04-06,1.375690128580557
HUM,Q2 2021,2021,Q2,2021-04-28,2021-03-29,1.0897041098351303
ALXN,Q2 2021,2021,Q2,2021-04-30,2021-03-31,0.6997007156686161
EXPE,Q2 2021,2021,Q2,2021-05-06,2021-04-06,1.561827128415474
LYFT,Q2 2021,2021,Q2,2021-05-04,2021-04-04,1.0189750503442703
ILMN,Q2 2021,2021,Q2,2021-04-27,2021-03-28,0.6974503888893406
RH,Q2 2021,2021,Q2,2021-06-09,2021-05-10,1.720762188290147
SWKS,Q2 2021,2021,Q2,2021-04-29,2021-03-30,1.1588229604335905
CCIV,Q2 2021,2021,Q2,2021-06-01,2021-05-02,1.4699527082785713
FUBO,Q2 2021,2021,Q2,2021-05-11,2021-04-11,1.8435863533578274
CLF,Q2 2021,2021,Q2,2021-04-22,2021-03-23,0.9312529273218474
NET,Q2 2021,2021,Q2,2021-05-06,2021-04-06,1.032997793390211
SHW,Q2 2021,2021,Q2,2021-04-27,2021-03-28,0.4025807538265905
BSX,Q2 2021,2021,Q2,2021-04-28,2021-03-29,1.1837466216932693
KMB,Q2 2021,2021,Q2,2021-04-23,2021-03-24,1.3611616128100514
VRTX,Q2 2021,2021,Q2,2021-04-29,2021-03-30,1.0309918385046262
CL,Q2 2021,2021,Q2,2021-04-30,2021-03-31,0.9484605750930318
PFPT,Q2 2021,2021,Q2,2021-04-26,2021-03-27,2.886648331581143
NEM,Q2 2021,2021,Q2,2021-04-29,2021-03-30,1.0022159183377062
LUV,Q2 2021,2021,Q2,2021-04-22,2021-03-23,1.185150569113403
DASH,Q2 2021,2021,Q2,2021-05-13,2021-04-13,1.4486588924258526
CSX,Q2 2021,2021,Q2,2021-04-20,2021-03-21,1.1761626351048156
W,Q2 2021,2021,Q2,2021-05-06,2021-04-06,1.7919617360866837
XLNX,Q2 2021,2021,Q2,2021-05-04,2021-04-04,0.7458598645343568
CI,Q2 2021,2021,Q2,2021-05-07,2021-04-07,0.9224639586399568
NOC,Q2 2021,2021,Q2,2021-04-29,2021-03-30,1.5460432859365958
PNC,Q2 2021,2021,Q2,2021-04-16,2021-03-17,1.0940102964268263
MGM,Q2 2021,2021,Q2,2021-04-28,2021-03-29,1.1740439810287022
DUK,Q2 2021,2021,Q2,2021-05-10,2021-04-10,1.2519197371357913
ALGN,Q2 2021,2021,Q2,2021-04-28,2021-03-29,1.4952251750821226
Z,Q2 2021,2021,Q2,2021-05-04,2021-04-04,0.9338362959753853
TJX,Q2 2021,2021,Q2,2021-05-19,2021-04-19,0.7932775335022832
WDAY,Q2 2021,2021,Q2,2021-05-26,2021-04-26,0.6521235417228723
PANW,Q2 2021,2021,Q2,2021-05-20,2021-04-20,1.0350808751441578
TLRY,Q2 2021,2021,Q2,2021-04-12,2021-03-13,1.678329737505945
BDX,Q2 2021,2021,Q2,2021-05-06,2021-04-06,0.984910441559279
PXD,Q2 2021,2021,Q2,2021-05-04,2021-04-04,1.1951398353534866
ZTS,Q2 2021,2021,Q2,2021-05-06,2021-04-06,1.4923176884473308
TFC,Q2 2021,2021,Q2,2021-04-15,2021-03-16,0.9694207482585545
EL,Q2 2021,2021,Q2,2021-05-03,2021-04-03,2.6452959549783395
PPG,Q2 2021,2021,Q2,2021-04-15,2021-03-16,1.2225076672021515
NSC,Q2 2021,2021,Q2,2021-04-28,2021-03-29,1.037350239840687
HCA,Q2 2021,2021,Q2,2021-04-22,2021-03-23,1.0519238519913472
PPD,Q2 2021,2021,Q2,2021-04-27,2021-03-28,0.41716747590665876
ADP,Q2 2021,2021,Q2,2021-04-28,2021-03-29,1.5296225209524164
WDC,Q2 2021,2021,Q2,2021-04-29,2021-03-30,1.3345411231152933
DHI,Q2 2021,2021,Q2,2021-04-22,2021-03-23,1.356918507179956
ADSK,Q2 2021,2021,Q2,2021-05-27,2021-04-27,0.8720143157808194
ZS,Q2 2021,2021,Q2,2021-05-25,2021-04-25,1.1841611221120363
KR,Q2 2021,2021,Q2,2021-06-17,2021-05-18,1.2214706768607433
DELL,Q2 2021,2021,Q2,2021-05-27,2021-04-27,0.8679647091304084
VXRT,Q2 2021,2021,Q2,2021-05-03,2021-04-03,0.8310440281096626
STZ,Q2 2021,2021,Q2,2021-04-08,2021-03-09,1.066776947370171
CVNA,Q2 2021,2021,Q2,2021-05-06,2021-04-06,1.1249425338312036
CHWY,Q2 2021,2021,Q2,2021-06-10,2021-05-11,0.8686236968311681
EA,Q2 2021,2021,Q2,2021-05-11,2021-04-11,0.7466983944038329
BX,Q2 2021,2021,Q2,2021-04-22,2021-03-23,1.7655458068194048
EW,Q2 2021,2021,Q2,2021-04-20,2021-03-21,1.4487517189318784
BYND,Q2 2021,2021,Q2,2021-05-06,2021-04-06,2.525718308634958
SPLK,Q2 2021,2021,Q2,2021-06-02,2021-05-03,1.4175618047031608
CARR,Q2 2021,2021,Q2,2021-04-29,2021-03-30,1.081194154987153
WYNN,Q2 2021,2021,Q2,2021-05-10,2021-04-10,0.9129408301740529
LVS,Q2 2021,2021,Q2,2021-04-21,2021-03-22,1.2712465484848352
CLX,Q2 2021,2021,Q2,2021-04-30,2021-03-31,0.8502243963481764
SYF,Q2 2021,2021,Q2,2021-04-27,2021-03-28,1.114268687220555
SYK,Q2 2021,2021,Q2,2021-04-27,2021-03-28,1.3903635744679312
DOW,Q2 2021,2021,Q2,2021-04-22,2021-03-23,1.6022322546992116
NUE,Q2 2021,2021,Q2,2021-04-22,2021-03-23,1.3420189394626518
RNG,Q2 2021,2021,Q2,2021-05-04,2021-04-04,1.8560314842736987
GIS,Q2 2021,2021,Q2,2021-06-30,2021-05-31,0.8896331532630095
RUN,Q2 2021,2021,Q2,2021-05-05,2021-04-05,1.0341557206211824
MPC,Q2 2021,2021,Q2,2021-05-04,2021-04-04,0.8693486776492053
COUP,Q2 2021,2021,Q2,2021-06-07,2021-05-08,1.4939920626823897
CZR,Q2 2021,2021,Q2,2021-05-04,2021-04-04,1.220940196578638
VLO,Q2 2021,2021,Q2,2021-04-22,2021-03-23,1.1120638914721728
MAR,Q2 2021,2021,Q2,2021-05-10,2021-04-10,1.251970478121484
AZO,Q2 2021,2021,Q2,2021-05-25,2021-04-25,0.7567579102321336
MCO,Q2 2021,2021,Q2,2021-04-28,2021-03-29,1.4955355200650244
ORLY,Q2 2021,2021,Q2,2021-04-28,2021-03-29,1.21974807417288
EOG,Q2 2021,2021,Q2,2021-05-06,2021-04-06,1.037501211560684
BK,Q2 2021,2021,Q2,2021-04-16,2021-03-17,1.0851345553773803
MTCH,Q2 2021,2021,Q2,2021-05-04,2021-04-04,1.1840869529601137
DXCM,Q2 2021,2021,Q2,2021-04-29,2021-03-30,1.8476556027975242
KHC,Q2 2021,2021,Q2,2021-04-29,2021-03-30,1.0304817775954562
MXIM,Q2 2021,2021,Q2,2021-04-27,2021-03-28,1.3147536855070883
FCEL,Q2 2021,2021,Q2,2021-06-10,2021-05-11,0.8885938826374968
HPQ,Q2 2021,2021,Q2,2021-05-27,2021-04-27,1.016306347646168
SO,Q2 2021,2021,Q2,2021-04-29,2021-03-30,1.192004272244177
ICE,Q2 2021,2021,Q2,2021-04-29,2021-03-30,1.1613491694209308
CMI,Q2 2021,2021,Q2,2021-05-04,2021-04-04,1.6001573905757303
BIIB,Q2 2021,2021,Q2,2021-04-22,2021-03-23,1.1404154562947921
IQV,Q2 2021,2021,Q2,2021-04-22,2021-03-23,1.0653491518951366
DDOG,Q2 2021,2021,Q2,2021-05-06,2021-04-06,0.9952002358247893
CNC,Q2 2021,2021,Q2,2021-04-27,2021-03-28,1.9826304789212794
SPCE,Q2 2021,2021,Q2,2021-05-10,2021-04-10,1.7589714428250427
AI,Q2 2021,2021,Q2,2021-06-02,2021-05-03,1.0043545225194235
CME,Q2 2021,2021,Q2,2021-04-28,2021-03-29,1.1910694744738228
D,Q2 2021,2021,Q2,2021-05-04,2021-04-04,1.1502523634961015
KMI,Q2 2021,2021,Q2,2021-04-21,2021-03-22,1.2035293918726748
UPST,Q2 2021,2021,Q2,2021-05-11,2021-04-11,1.5321827458501942
HUBS,Q2 2021,2021,Q2,2021-05-05,2021-04-05,0.879387988157897
MET,Q2 2021,2021,Q2,2021-05-05,2021-04-05,1.0559899622808082
CDNS,Q2 2021,2021,Q2,2021-04-26,2021-03-27,1.1549596726145657
ITW,Q2 2021,2021,Q2,2021-04-30,2021-03-31,1.1494103531957098
AA,Q2 2021,2021,Q2,2021-04-15,2021-03-16,0.9777864259583399
PGR,Q2 2021,2021,Q2,2021-04-15,2021-03-16,1.0264181177415308
OTIS,Q2 2021,2021,Q2,2021-04-26,2021-03-27,1.8582505787521917
PTC,Q2 2021,2021,Q2,2021-04-28,2021-03-29,1.184700278111958
MCHP,Q2 2021,2021,Q2,2021-05-06,2021-04-06,1.0033722064662938
DFS,Q2 2021,2021,Q2,2021-04-21,2021-03-22,1.3095177707856271
AEP,Q2 2021,2021,Q2,2021-04-22,2021-03-23,1.4534024173025601
CHPT,Q2 2021,2021,Q2,2021-06-11,2021-05-12,0.9165301940082006
CTSH,Q2 2021,2021,Q2,2021-05-05,2021-04-05,1.745103929151305
U,Q2 2021,2021,Q2,2021-05-11,2021-04-11,1.1432202764363282
EMR,Q2 2021,2021,Q2,2021-05-05,2021-04-05,1.2269522644901718
BBY,Q2 2021,2021,Q2,2021-05-27,2021-04-27,0.8130952814925667
OPEN,Q2 2021,2021,Q2,2021-05-12,2021-04-12,0.9024558997006229
PH,Q2 2021,2021,Q2,2021-04-29,2021-03-30,1.2833621512066329
HLT,Q2 2021,2021,Q2,2021-05-05,2021-04-05,1.234502355234229
MRO,Q2 2021,2021,Q2,2021-05-05,2021-04-05,1.1976236800163966
M,Q2 2021,2021,Q2,2021-05-18,2021-04-18,0.858439250187933
APD,Q2 2021,2021,Q2,2021-05-10,2021-04-10,1.0998851922833435
XEL,Q2 2021,2021,Q2,2021-04-29,2021-03-30,1.3101065002000132
SWK,Q2 2021,2021,Q2,2021-04-28,2021-03-29,1.3298960516784293
PLBY,Q2 2021,2021,Q2,2021-05-12,2021-04-12,0.7264079375235818
MDB,Q2 2021,2021,Q2,2021-06-03,2021-05-04,1.4938937351995847
APPS,Q2 2021,2021,Q2,2021-06-01,2021-05-02,0.8528329469643061
URI,Q2 2021,2021,Q2,2021-04-28,2021-03-29,0.98659949425235
ON,Q2 2021,2021,Q2,2021-05-03,2021-04-03,0.9143520410364981
DPZ,Q2 2021,2021,Q2,2021-04-29,2021-03-30,1.3222381242980745
DVN,Q2 2021,2021,Q2,2021-05-04,2021-04-04,1.2022393111774663
HIG,Q2 2021,2021,Q2,2021-04-22,2021-03-23,1.0275485063717713
TSCO,Q2 2021,2021,Q2,2021-04-22,2021-03-23,1.3336727561022483
CFG,Q2 2021,2021,Q2,2021-04-16,2021-03-17,0.9877746963031824
A,Q2 2021,2021,Q2,2021-05-25,2021-04-25,0.9186126359595359
VFC,Q2 2021,2021,Q2,2021-05-21,2021-04-21,1.3107660630945055
FTNT,Q2 2021,2021,Q2,2021-04-29,2021-03-30,1.5365139095765756
STT,Q2 2021,2021,Q2,2021-04-16,2021-03-17,1.0872884656689112
SEDG,Q2 2021,2021,Q2,2021-05-03,2021-04-03,1.2185459214854788
GD,Q2 2021,2021,Q2,2021-04-28,2021-03-29,1.3107578714165635
APH,Q2 2021,2021,Q2,2021-04-28,2021-03-29,1.149402052120422
HBAN,Q2 2021,2021,Q2,2021-04-22,2021-03-23,1.0765528822561488
TRV,Q2 2021,2021,Q2,2021-04-20,2021-03-21,1.197788578694893
EXC,Q2 2021,2021,Q2,2021-05-05,2021-04-05,1.9504214592455908
FITB,Q2 2021,2021,Q2,2021-04-20,2021-03-21,1.0783578568175347
VEEV,Q2 2021,2021,Q2,2021-05-27,2021-04-27,1.037852259171884
WM,Q2 2021,2021,Q2,2021-04-27,2021-03-28,1.6549936901425797
MMC,Q2 2021,2021,Q2,2021-04-27,2021-03-28,1.791926679752424
ALLY,Q2 2021,2021,Q2,2021-04-16,2021-03-17,0.9174456011825252
FSLR,Q2 2021,2021,Q2,2021-04-29,2021-03-30,1.190786910126698
ULTA,Q2 2021,2021,Q2,2021-05-27,2021-04-27,0.9209074175053762
PSX,Q2 2021,2021,Q2,2021-04-30,2021-03-31,0.984929981517087
LHX,Q2 2021,2021,Q2,2021-04-30,2021-03-31,1.3129173153072158
PRU,Q2 2021,2021,Q2,2021-05-04,2021-04-04,0.9871672127085778
WSM,Q2 2021,2021,Q2,2021-05-26,2021-04-26,0.8108599845876913
HPE,Q2 2021,2021,Q2,2021-06-01,2021-05-02,1.1048066720258165
LEN,Q2 2021,2021,Q2,2021-06-16,2021-05-17,1.1611794107493802
TER,Q2 2021,2021,Q2,2021-04-27,2021-03-28,1.0254620479730892
ALL,Q2 2021,2021,Q2,2021-05-05,2021-04-05,1.6763602620444094
GNRC,Q2 2021,2021,Q2,2021-04-29,2021-03-30,1.3562660178439654
SNPS,Q2 2021,2021,Q2,2021-05-19,2021-04-19,0.7723484290585129
