ticker,season,year,quarter,earnings_date,analysis_date,revr
BIIB,Q2 2005,2005,Q2,2005-04-27,2005-03-28,0.7243592867970923
LLTC,Q2 2005,2005,Q2,2005-04-19,2005-03-20,1.327312816000179
SIRI,Q2 2005,2005,Q2,2005-04-28,2005-03-29,1.03694746728467
GILD,Q2 2005,2005,Q2,2005-04-19,2005-03-20,1.0797132424683107
DVN,Q2 2005,2005,Q2,2005-05-04,2005-04-04,0.9621698962911377
TGT,Q2 2005,2005,Q2,2005-05-12,2005-04-12,0.8356076488510017
MDT,Q2 2005,2005,Q2,2005-05-24,2005-04-24,0.6403936717367157
FDX,Q2 2005,2005,Q2,2005-06-23,2005-05-24,1.669206425608276
TOL,Q2 2005,2005,Q2,2005-05-26,2005-04-26,0.8689995960756444
MCD,Q2 2005,2005,Q2,2005-04-21,2005-03-22,1.1000349508336873
AET,Q2 2005,2005,Q2,2005-04-28,2005-03-29,0.7872208593117679
CME,Q2 2005,2005,Q2,2005-04-26,2005-03-27,0.9878612295573674
BHI,Q2 2005,2005,Q2,2005-04-27,2005-03-28,0.9837325251916507
APA,Q2 2005,2005,Q2,2005-04-28,2005-03-29,0.8399018987872243
WM,Q2 2005,2005,Q2,2005-04-28,2005-03-29,0.8678240878515571
COF,Q2 2005,2005,Q2,2005-04-20,2005-03-21,1.2570612344187957
GENZ,Q2 2005,2005,Q2,2005-04-21,2005-03-22,1.064952526764016
BMY,Q2 2005,2005,Q2,2005-04-28,2005-03-29,0.8095291399461361
MBI,Q2 2005,2005,Q2,2005-05-03,2005-04-03,0.7793215363454202
GLW,Q2 2005,2005,Q2,2005-04-26,2005-03-27,1.0377960991370205
DIS,Q2 2005,2005,Q2,2005-05-11,2005-04-11,0.5895637053197146
USB,Q2 2005,2005,Q2,2005-04-19,2005-03-20,1.1632801461612856
AMD,Q2 2005,2005,Q2,2005-04-13,2005-03-14,0.8535025774355148
ALL,Q2 2005,2005,Q2,2005-04-20,2005-03-21,0.9617204104349462
SEPR,Q2 2005,2005,Q2,2005-04-25,2005-03-26,0.921409840841119
F,Q2 2005,2005,Q2,2005-04-20,2005-03-21,1.3648094305508034
LXK,Q2 2005,2005,Q2,2005-04-26,2005-03-27,1.4473285612578763
SGP,Q2 2005,2005,Q2,2005-04-21,2005-03-22,0.6860542991154114
MHS,Q2 2005,2005,Q2,2005-04-26,2005-03-27,0.9070657299411257
PHM,Q2 2005,2005,Q2,2005-04-27,2005-03-28,0.7813635793141611
VRSN,Q2 2005,2005,Q2,2005-04-20,2005-03-21,1.2578139751265356
GDT,Q2 2005,2005,Q2,2005-04-21,2005-03-22,1.3393376975383633
BSX,Q2 2005,2005,Q2,2005-04-19,2005-03-20,0.9314493449768072
WEN,Q2 2005,2005,Q2,2005-05-12,2005-04-12,1.6172782138390636
MRO,Q2 2005,2005,Q2,2005-04-28,2005-03-29,0.9172050599553848
NTAP,Q2 2005,2005,Q2,2005-05-24,2005-04-24,0.9015897875686736
WYNN,Q2 2005,2005,Q2,2005-05-04,2005-04-04,0.9475282758031119
KSS,Q2 2005,2005,Q2,2005-05-12,2005-04-12,0.9085757135036692
LMT,Q2 2005,2005,Q2,2005-04-26,2005-03-27,0.7538044532301161
EOG,Q2 2005,2005,Q2,2005-04-26,2005-03-27,0.8073202275606951
XMSR,Q2 2005,2005,Q2,2005-04-27,2005-03-28,0.8613584445544166
EXC,Q2 2005,2005,Q2,2005-04-25,2005-03-26,0.9635324711610276
FITB,Q2 2005,2005,Q2,2005-04-14,2005-03-15,1.8599200737974255
CCU,Q2 2005,2005,Q2,2005-04-28,2005-03-29,0.7063155315542804
DE,Q2 2005,2005,Q2,2005-05-17,2005-04-17,0.9621216348348799
DHR,Q2 2005,2005,Q2,2005-04-21,2005-03-22,1.0288760155016965
APOL,Q2 2005,2005,Q2,2005-06-28,2005-05-29,0.851365898878775
HON,Q2 2005,2005,Q2,2005-04-20,2005-03-21,1.4584712726417386
LEN,Q2 2005,2005,Q2,2005-06-21,2005-05-22,1.110634034964644
XTO,Q2 2005,2005,Q2,2005-04-20,2005-03-21,1.004644669800088
NKE,Q2 2005,2005,Q2,2005-06-27,2005-05-28,2.0959501440417583
CB,Q2 2005,2005,Q2,2005-04-26,2005-03-27,0.9978785887652583
ESRX,Q2 2005,2005,Q2,2005-04-26,2005-03-27,0.8515915333930828
CVS,Q2 2005,2005,Q2,2005-05-05,2005-04-05,0.6558527819064222
QLGC,Q2 2005,2005,Q2,2005-05-04,2005-04-04,0.995980815533935
GD,Q2 2005,2005,Q2,2005-04-20,2005-03-21,1.6374454033863324
CAH,Q2 2005,2005,Q2,2005-04-29,2005-03-30,0.6640092237675882
KBH,Q2 2005,2005,Q2,2005-06-16,2005-05-17,1.26519785457825
BDK,Q2 2005,2005,Q2,2005-04-28,2005-03-29,0.5660257193806562
EMR,Q2 2005,2005,Q2,2005-05-03,2005-04-03,0.7891262204264009
D,Q2 2005,2005,Q2,2005-05-04,2005-04-04,0.9143557644822533
HIG,Q2 2005,2005,Q2,2005-04-28,2005-03-29,1.5280965363358303
CELG,Q2 2005,2005,Q2,2005-04-28,2005-03-29,0.9363112545658436
T,Q2 2005,2005,Q2,2005-04-25,2005-03-26,0.6627852563384153
FCX,Q2 2005,2005,Q2,2005-04-19,2005-03-20,1.1287920957200828
KMB,Q2 2005,2005,Q2,2005-04-25,2005-03-26,1.0591757620493518
ITW,Q2 2005,2005,Q2,2005-04-19,2005-03-20,1.0457723469826672
DUK,Q2 2005,2005,Q2,2005-05-04,2005-04-04,0.9430584598901902
CL,Q2 2005,2005,Q2,2005-04-27,2005-03-28,0.8921918244302356
MCK,Q2 2005,2005,Q2,2005-05-05,2005-04-05,0.7111465604272733
ADSK,Q2 2005,2005,Q2,2005-05-19,2005-04-19,1.1417653141029567
PRU,Q2 2005,2005,Q2,2005-05-04,2005-04-04,1.3905547006130543
AGN,Q2 2005,2005,Q2,2005-05-05,2005-04-05,1.2685198586892765
IP,Q2 2005,2005,Q2,2005-04-22,2005-03-23,0.9992541012600157
STJ,Q2 2005,2005,Q2,2005-04-20,2005-03-21,1.0927060124535517
ADI,Q2 2005,2005,Q2,2005-05-12,2005-04-12,0.9752013275395045
ASKJ,Q2 2005,2005,Q2,2005-04-27,2005-03-28,1.1656529040759258
ADM,Q2 2005,2005,Q2,2005-04-29,2005-03-30,1.1257658192382527
WHR,Q2 2005,2005,Q2,2005-04-21,2005-03-22,1.2678181177965993
MATK,Q2 2005,2005,Q2,2005-06-07,2005-05-08,0.826086874955201
SGTL,Q2 2005,2005,Q2,2005-04-19,2005-03-20,0.9197659728106318
MAR,Q2 2005,2005,Q2,2005-04-21,2005-03-22,1.0857840900876647
CTSH,Q2 2005,2005,Q2,2005-04-27,2005-03-28,0.6269650409174131
CI,Q2 2005,2005,Q2,2005-05-04,2005-04-04,0.6799871181735058
DO,Q2 2005,2005,Q2,2005-04-27,2005-03-28,0.9949637228002196
SYK,Q2 2005,2005,Q2,2005-04-19,2005-03-20,0.8248829111497167
ETN,Q2 2005,2005,Q2,2005-04-14,2005-03-15,1.85741523488872
ASH,Q2 2005,2005,Q2,2005-04-25,2005-03-26,0.7565156286111606
DHI,Q2 2005,2005,Q2,2005-04-19,2005-03-20,1.0018725666469255
LYO,Q2 2005,2005,Q2,2005-04-28,2005-03-29,1.1229012679171793
AVP,Q2 2005,2005,Q2,2005-05-02,2005-04-02,0.9878786419887862
NSC,Q2 2005,2005,Q2,2005-04-27,2005-03-28,0.6801689649851581
UNP,Q2 2005,2005,Q2,2005-04-21,2005-03-22,0.9901182058232271
BAX,Q2 2005,2005,Q2,2005-04-21,2005-03-22,1.313558332715375
STT,Q2 2005,2005,Q2,2005-04-19,2005-03-20,2.1192017622304102
NVDA,Q2 2005,2005,Q2,2005-05-12,2005-04-12,1.1231983378519323
ACS,Q2 2005,2005,Q2,2005-04-21,2005-03-22,1.0542838158174979
NOC,Q2 2005,2005,Q2,2005-04-28,2005-03-29,0.9378754801414348
LRCX,Q2 2005,2005,Q2,2005-04-13,2005-03-14,1.4147140886906229
OMC,Q2 2005,2005,Q2,2005-04-26,2005-03-27,0.8907143517005489
ROK,Q2 2005,2005,Q2,2005-04-26,2005-03-27,1.1741813215084942
AFL,Q2 2005,2005,Q2,2005-04-26,2005-03-27,1.7591465925727845
CMI,Q2 2005,2005,Q2,2005-04-21,2005-03-22,1.2644877975095143
OSIP,Q2 2005,2005,Q2,2005-05-02,2005-04-02,1.0908434021536537
YUM,Q2 2005,2005,Q2,2005-04-20,2005-03-21,1.301505201213264
BK,Q2 2005,2005,Q2,2005-04-20,2005-03-21,1.2070361634435383
ETR,Q2 2005,2005,Q2,2005-04-25,2005-03-26,0.90208210366301
PNC,Q2 2005,2005,Q2,2005-04-21,2005-03-22,0.9313743234365789
ADP,Q2 2005,2005,Q2,2005-04-21,2005-03-22,1.3537689139086766
MAS,Q2 2005,2005,Q2,2005-05-03,2005-04-03,0.9060770133029512
PCAR,Q2 2005,2005,Q2,2005-04-26,2005-03-27,1.14760080770121
GDW,Q2 2005,2005,Q2,2005-04-20,2005-03-21,1.380805117345938
CAM,Q2 2005,2005,Q2,2005-04-25,2005-03-26,1.1240993482671904
BEN,Q2 2005,2005,Q2,2005-04-28,2005-03-29,0.821056784041667
SO,Q2 2005,2005,Q2,2005-04-26,2005-03-27,0.9255031286071702
APD,Q2 2005,2005,Q2,2005-04-27,2005-03-28,0.7963472795754735
GIS,Q2 2005,2005,Q2,2005-06-29,2005-05-30,2.556761609063427
PPG,Q2 2005,2005,Q2,2005-04-21,2005-03-22,0.958163441795871
PGR,Q2 2005,2005,Q2,2005-04-14,2005-03-15,1.1514260018555427
SWY,Q2 2005,2005,Q2,2005-05-03,2005-04-03,1.0530474994780212
MUR,Q2 2005,2005,Q2,2005-04-27,2005-03-28,0.9086701857716614
ANF,Q2 2005,2005,Q2,2005-05-17,2005-04-17,1.7292095109123724
PCG,Q2 2005,2005,Q2,2005-05-04,2005-04-04,0.8225754924332336
CECO,Q2 2005,2005,Q2,2005-04-15,2005-03-16,1.0404480116124377
INTU,Q2 2005,2005,Q2,2005-05-18,2005-04-18,0.8061886997576481
MET,Q2 2005,2005,Q2,2005-05-03,2005-04-03,1.6994695929443733
L,Q2 2005,2005,Q2,2005-05-03,2005-04-03,0.7613418044379582
CVH,Q2 2005,2005,Q2,2005-05-03,2005-04-03,0.8856495790625146
LUV,Q2 2005,2005,Q2,2005-04-14,2005-03-15,1.177909143761073
TAP,Q2 2005,2005,Q2,2005-04-28,2005-03-29,2.6357518890991614
BZH,Q2 2005,2005,Q2,2005-04-28,2005-03-29,0.9262932205640392
CLX,Q2 2005,2005,Q2,2005-05-05,2005-04-05,1.3794284864121562
HAR,Q2 2005,2005,Q2,2005-04-21,2005-03-22,1.5578934003954503
PTEN,Q2 2005,2005,Q2,2005-04-28,2005-03-29,0.9431248069792267
NOV,Q2 2005,2005,Q2,2005-05-06,2005-04-06,0.8083591998039963
MCHP,Q2 2005,2005,Q2,2005-04-27,2005-03-28,1.0831653525630758
CLF,Q2 2005,2005,Q2,2005-04-27,2005-03-28,0.8229560694442828
NFB,Q2 2005,2005,Q2,2005-04-21,2005-03-22,1.1941298639690001
NCC,Q2 2005,2005,Q2,2005-04-19,2005-03-20,1.3137697514263207
FFIV,Q2 2005,2005,Q2,2005-04-20,2005-03-21,1.2445885075783123
NTRS,Q2 2005,2005,Q2,2005-04-19,2005-03-20,1.1446060480011382
HOV,Q2 2005,2005,Q2,2005-05-31,2005-05-01,1.0046070706802672
ODP,Q2 2005,2005,Q2,2005-04-21,2005-03-22,1.3315573712990205
AZO,Q2 2005,2005,Q2,2005-05-25,2005-04-25,0.8546197214254447
RYL,Q2 2005,2005,Q2,2005-04-20,2005-03-21,1.0367056877733443
PEG,Q2 2005,2005,Q2,2005-05-04,2005-04-04,0.9571150793495177
EMN,Q2 2005,2005,Q2,2005-04-28,2005-03-29,1.6309155754140396
JCI,Q2 2005,2005,Q2,2005-04-19,2005-03-20,1.1568168147155096
TRI,Q2 2005,2005,Q2,2005-04-26,2005-03-27,1.0456827376612585
PHS,Q2 2005,2005,Q2,2005-04-28,2005-03-29,1.2570443136393774
PII,Q2 2005,2005,Q2,2005-04-14,2005-03-15,1.5376235479737153
SYY,Q2 2005,2005,Q2,2005-05-02,2005-04-02,0.8460481703307802
RDC,Q2 2005,2005,Q2,2005-04-22,2005-03-23,0.9551040323086628
JBHT,Q2 2005,2005,Q2,2005-04-14,2005-03-15,1.3169418171851026
WMB,Q2 2005,2005,Q2,2005-05-05,2005-04-05,0.8646553883663763
CMA,Q2 2005,2005,Q2,2005-04-20,2005-03-21,0.9349131509098347
CSX,Q2 2005,2005,Q2,2005-04-28,2005-03-29,0.7748839576535798
PXD,Q2 2005,2005,Q2,2005-05-03,2005-04-03,0.7990481867788217
PH,Q2 2005,2005,Q2,2005-04-18,2005-03-19,0.7011936208821791
DLTR,Q2 2005,2005,Q2,2005-05-25,2005-04-25,0.5696861134361046
RAI,Q2 2005,2005,Q2,2005-04-27,2005-03-28,1.2163779664635086
AEP,Q2 2005,2005,Q2,2005-04-28,2005-03-29,0.8888533882663292
MU,Q2 2005,2005,Q2,2005-06-23,2005-05-24,1.3755770634931759
BDX,Q2 2005,2005,Q2,2005-04-27,2005-03-28,0.8176079291535023
MEE,Q2 2005,2005,Q2,2005-04-28,2005-03-29,0.9497659460923545
JWN,Q2 2005,2005,Q2,2005-05-17,2005-04-17,0.7807662491605851
HSY,Q2 2005,2005,Q2,2005-04-21,2005-03-22,1.1151309848648436
ITT,Q2 2005,2005,Q2,2005-04-29,2005-03-30,1.0500250059712763
PVN,Q2 2005,2005,Q2,2005-04-25,2005-03-26,0.8125314472655893
K,Q2 2005,2005,Q2,2005-04-28,2005-03-29,1.2626101213006937
LM,Q2 2005,2005,Q2,2005-05-04,2005-04-04,1.5044409713955096
RTN,Q2 2005,2005,Q2,2005-04-28,2005-03-29,0.8674632736323193
A,Q2 2005,2005,Q2,2005-05-16,2005-04-16,0.9315050529749868
NBL,Q2 2005,2005,Q2,2005-05-04,2005-04-04,0.7694521295611411
BC,Q2 2005,2005,Q2,2005-04-26,2005-03-27,0.7392167749454963
MLNM,Q2 2005,2005,Q2,2005-04-28,2005-03-29,0.8967218109860573
CNX,Q2 2005,2005,Q2,2005-04-28,2005-03-29,0.9250363229748803
MCO,Q2 2005,2005,Q2,2005-04-27,2005-03-28,5.934429480535398
KEY,Q2 2005,2005,Q2,2005-04-15,2005-03-16,1.2034351334909568
MTG,Q2 2005,2005,Q2,2005-04-14,2005-03-15,1.4717682440117468
NOVL,Q2 2005,2005,Q2,2005-05-25,2005-04-25,1.0120426450179316
NFX,Q2 2005,2005,Q2,2005-04-27,2005-03-28,2.1732020720482077
STZ,Q2 2005,2005,Q2,2005-04-07,2005-03-08,2.0843667342298247
MMC,Q2 2005,2005,Q2,2005-05-03,2005-04-03,1.194859310632302
PAYX,Q2 2005,2005,Q2,2005-06-27,2005-05-28,1.6360593469209583
TIN,Q2 2005,2005,Q2,2005-04-27,2005-03-28,0.4120378646804273
FAST,Q2 2005,2005,Q2,2005-04-13,2005-03-14,1.2859720880754095
EIX,Q2 2005,2005,Q2,2005-05-09,2005-04-09,1.1891499265237917
TJX,Q2 2005,2005,Q2,2005-05-17,2005-04-17,0.9936436562899553
BYD,Q2 2005,2005,Q2,2005-04-25,2005-03-26,1.241806594429624
WWY,Q2 2005,2005,Q2,2005-04-26,2005-03-27,1.1777634695473835
AFFX,Q2 2005,2005,Q2,2005-04-21,2005-03-22,0.9564603035650531
WAT,Q2 2005,2005,Q2,2005-04-26,2005-03-27,0.5260931114050982
DGX,Q2 2005,2005,Q2,2005-04-21,2005-03-22,0.8342919764149479
URBN,Q2 2005,2005,Q2,2005-05-12,2005-04-12,0.9866575912715028
STLD,Q2 2005,2005,Q2,2005-04-20,2005-03-21,1.0485723303850847
ATI,Q2 2005,2005,Q2,2005-04-21,2005-03-22,0.9538619040283173
CMVT,Q2 2005,2005,Q2,2005-06-01,2005-05-02,1.0284453283794326
CTXS,Q2 2005,2005,Q2,2005-04-20,2005-03-21,0.844943729159647
UHS,Q2 2005,2005,Q2,2005-04-27,2005-03-28,1.1126908006485627
WDC,Q2 2005,2005,Q2,2005-04-21,2005-03-22,0.6440519304892931
BRL,Q2 2005,2005,Q2,2005-05-05,2005-04-05,0.8472784098875064
TKTX,Q2 2005,2005,Q2,2005-05-05,2005-04-05,0.433176142392991
KR,Q2 2005,2005,Q2,2005-06-21,2005-05-22,1.2695076395459268
CHS,Q2 2005,2005,Q2,2005-05-26,2005-04-26,0.8680699758662577
LVS,Q2 2005,2005,Q2,2005-05-03,2005-04-03,1.0130232297773683
HRB,Q2 2005,2005,Q2,2005-06-08,2005-05-09,1.939270406150053
SLAB,Q2 2005,2005,Q2,2005-04-25,2005-03-26,1.1594150920789348
TXT,Q2 2005,2005,Q2,2005-04-21,2005-03-22,1.072067463427088
MAT,Q2 2005,2005,Q2,2005-04-15,2005-03-16,2.260942534947664
JBL,Q2 2005,2005,Q2,2005-06-21,2005-05-22,2.011632437157927
EL,Q2 2005,2005,Q2,2005-04-28,2005-03-29,1.791740714353758
MSFT,Q3 2005,2005,Q3,2005-07-21,2005-06-21,1.3586217538283691
INTC,Q3 2005,2005,Q3,2005-07-19,2005-06-19,1.0949421413925773
AMGN,Q3 2005,2005,Q3,2005-07-19,2005-06-19,1.5743428306580556
XOM,Q3 2005,2005,Q3,2005-07-28,2005-06-28,0.865978154250051
EBAY,Q3 2005,2005,Q3,2005-07-20,2005-06-20,2.3081572743056418
CSCO,Q3 2005,2005,Q3,2005-08-09,2005-07-10,1.2644411339916013
C,Q3 2005,2005,Q3,2005-07-18,2005-06-18,1.183132726074749
AAPL,Q3 2005,2005,Q3,2005-07-13,2005-06-13,0.9334942553676032
GE,Q3 2005,2005,Q3,2005-07-15,2005-06-15,0.6886707634575872
BAC,Q3 2005,2005,Q3,2005-07-18,2005-06-18,0.7428295602490295
PFE,Q3 2005,2005,Q3,2005-07-20,2005-06-20,1.073414353225111
IBM,Q3 2005,2005,Q3,2005-07-18,2005-06-18,0.7262433631504809
QCOM,Q3 2005,2005,Q3,2005-07-20,2005-06-20,1.3035524104544705
ORCL,Q3 2005,2005,Q3,2005-09-22,2005-08-23,1.4890905196987299
JNJ,Q3 2005,2005,Q3,2005-07-19,2005-06-19,1.5975552090219385
KRB,Q3 2005,2005,Q3,2005-07-18,2005-06-18,0.4180153630892935
VLO,Q3 2005,2005,Q3,2005-07-26,2005-06-26,0.8830500002435426
WMT,Q3 2005,2005,Q3,2005-08-16,2005-07-17,1.9560609352619314
PG,Q3 2005,2005,Q3,2005-08-01,2005-07-02,1.3865393937899753
AMZN,Q3 2005,2005,Q3,2005-07-26,2005-06-26,2.1692006330487312
UNH,Q3 2005,2005,Q3,2005-07-14,2005-06-14,1.3276664063027734
AIG,Q3 2005,2005,Q3,2005-08-09,2005-07-10,0.9410977528287814
AMAT,Q3 2005,2005,Q3,2005-08-16,2005-07-17,1.0869259943763636
CVX,Q3 2005,2005,Q3,2005-07-29,2005-06-29,0.9577314608991883
TXN,Q3 2005,2005,Q3,2005-07-25,2005-06-25,1.523744561445319
MO,Q3 2005,2005,Q3,2005-07-20,2005-06-20,0.9695645699574558
BRCM,Q3 2005,2005,Q3,2005-07-21,2005-06-21,1.7893754204976275
TWX,Q3 2005,2005,Q3,2005-08-03,2005-07-04,1.2830139098676006
COP,Q3 2005,2005,Q3,2005-07-27,2005-06-27,0.9287374221977585
HAL,Q3 2005,2005,Q3,2005-07-21,2005-06-21,1.1719746386064895
GS,Q3 2005,2005,Q3,2005-09-20,2005-08-21,1.3129892158631815
JPM,Q3 2005,2005,Q3,2005-07-20,2005-06-20,0.798308910952445
HD,Q3 2005,2005,Q3,2005-08-16,2005-07-17,1.1068380716807458
GENZ,Q3 2005,2005,Q3,2005-07-14,2005-06-14,2.110641969393648
CME,Q3 2005,2005,Q3,2005-07-26,2005-06-26,0.822852210495194
KLAC,Q3 2005,2005,Q3,2005-07-28,2005-06-28,0.9680485689854141
GDT,Q3 2005,2005,Q3,2005-07-21,2005-06-21,0.6340202397025425
HPQ,Q3 2005,2005,Q3,2005-08-16,2005-07-17,2.6588410296459566
CAT,Q3 2005,2005,Q3,2005-07-21,2005-06-21,0.49204789235291874
MMM,Q3 2005,2005,Q3,2005-07-18,2005-06-18,0.5337749458398643
VZ,Q3 2005,2005,Q3,2005-07-26,2005-06-26,1.04529057660177
KO,Q3 2005,2005,Q3,2005-07-21,2005-06-21,0.8358813741207312
CMCSA,Q3 2005,2005,Q3,2005-08-02,2005-07-03,0.8657486188000915
PEP,Q3 2005,2005,Q3,2005-07-12,2005-06-12,0.9664928031092278
AXP,Q3 2005,2005,Q3,2005-07-25,2005-06-25,0.8544884318239964
SIRI,Q3 2005,2005,Q3,2005-08-02,2005-07-03,0.9774363440553935
BBY,Q3 2005,2005,Q3,2005-09-13,2005-08-14,1.41784152519828
LOW,Q3 2005,2005,Q3,2005-08-15,2005-07-16,1.097444872672241
MRK,Q3 2005,2005,Q3,2005-07-21,2005-06-21,0.9273229251383713
BA,Q3 2005,2005,Q3,2005-07-27,2005-06-27,0.7809972351951967
ABT,Q3 2005,2005,Q3,2005-07-13,2005-06-13,2.022210203089265
WFC,Q3 2005,2005,Q3,2005-07-19,2005-06-19,0.850219739391499
X,Q3 2005,2005,Q3,2005-07-26,2005-06-26,1.1915521534241125
TOL,Q3 2005,2005,Q3,2005-09-08,2005-08-09,1.2238977673140448
KBH,Q3 2005,2005,Q3,2005-09-22,2005-08-23,1.1330833732339485
LLY,Q3 2005,2005,Q3,2005-07-21,2005-06-21,1.2796881727554568
UPS,Q3 2005,2005,Q3,2005-07-21,2005-06-21,0.8027175714678074
GILD,Q3 2005,2005,Q3,2005-07-19,2005-06-19,1.2023934262349003
MCD,Q3 2005,2005,Q3,2005-07-21,2005-06-21,1.28249057525836
JNPR,Q3 2005,2005,Q3,2005-07-19,2005-06-19,1.3328713246408628
AET,Q3 2005,2005,Q3,2005-07-28,2005-06-28,1.1935878182964463
WM,Q3 2005,2005,Q3,2005-07-28,2005-06-28,1.2213817936005023
TGT,Q3 2005,2005,Q3,2005-08-11,2005-07-12,1.013997172752502
GLW,Q3 2005,2005,Q3,2005-07-26,2005-06-26,1.129630813399432
AVP,Q3 2005,2005,Q3,2005-07-19,2005-06-19,2.600756071340912
PHS,Q3 2005,2005,Q3,2005-07-28,2005-06-28,0.6769263592028998
MRO,Q3 2005,2005,Q3,2005-07-28,2005-06-28,0.8957857328785964
APC,Q3 2005,2005,Q3,2005-07-29,2005-06-29,0.8066922506582876
ADBE,Q3 2005,2005,Q3,2005-09-15,2005-08-16,1.5072625017367374
APA,Q3 2005,2005,Q3,2005-07-28,2005-06-28,0.8111383748839515
MXIM,Q3 2005,2005,Q3,2005-08-01,2005-07-02,1.2134432118296623
SBUX,Q3 2005,2005,Q3,2005-07-27,2005-06-27,1.0037798746544522
DIS,Q3 2005,2005,Q3,2005-08-09,2005-07-10,1.269261280362263
WYE,Q3 2005,2005,Q3,2005-07-20,2005-06-20,0.7978893179269528
DHI,Q3 2005,2005,Q3,2005-07-21,2005-06-21,1.1990512567574132
OXY,Q3 2005,2005,Q3,2005-07-22,2005-06-22,0.7745602051530919
LLTC,Q3 2005,2005,Q3,2005-07-26,2005-06-26,1.2531656445448554
AMD,Q3 2005,2005,Q3,2005-07-13,2005-06-13,0.7636072840499195
VRSN,Q3 2005,2005,Q3,2005-07-20,2005-06-20,1.7092138574054212
XLNX,Q3 2005,2005,Q3,2005-07-21,2005-06-21,1.3568826250519086
HON,Q3 2005,2005,Q3,2005-07-20,2005-06-20,1.223333218200295
MDT,Q3 2005,2005,Q3,2005-08-17,2005-07-18,1.5472689150783372
PHM,Q3 2005,2005,Q3,2005-07-27,2005-06-27,0.8441095761915427
NUE,Q3 2005,2005,Q3,2005-07-21,2005-06-21,1.006338056610544
COF,Q3 2005,2005,Q3,2005-07-20,2005-06-20,0.6683104450571123
MHS,Q3 2005,2005,Q3,2005-07-26,2005-06-26,1.0824605112317036
BIIB,Q3 2005,2005,Q3,2005-07-26,2005-06-26,1.4505037543835597
BHI,Q3 2005,2005,Q3,2005-07-29,2005-06-29,0.6935087147002076
FDX,Q3 2005,2005,Q3,2005-09-21,2005-08-22,1.5762307607501187
NVDA,Q3 2005,2005,Q3,2005-08-11,2005-07-12,1.1707181071626616
DVN,Q3 2005,2005,Q3,2005-08-03,2005-07-04,0.9773491363014296
NEM,Q3 2005,2005,Q3,2005-07-27,2005-06-27,1.2547752372095067
KSS,Q3 2005,2005,Q3,2005-08-11,2005-07-12,1.3127004376789002
LXK,Q3 2005,2005,Q3,2005-07-26,2005-06-26,1.4547301161370125
ALL,Q3 2005,2005,Q3,2005-07-20,2005-06-20,0.969119769337586
LM,Q3 2005,2005,Q3,2005-07-26,2005-06-26,1.1606560584704262
IP,Q3 2005,2005,Q3,2005-07-26,2005-06-26,0.5737243310602717
SGP,Q3 2005,2005,Q3,2005-07-21,2005-06-21,0.7006389606980117
LMT,Q3 2005,2005,Q3,2005-07-26,2005-06-26,1.1811415443403683
EOG,Q3 2005,2005,Q3,2005-07-26,2005-06-26,0.9092947493871726
DE,Q3 2005,2005,Q3,2005-08-16,2005-07-17,2.0003167870567227
CELG,Q3 2005,2005,Q3,2005-07-28,2005-06-28,0.5845368321586472
NTAP,Q3 2005,2005,Q3,2005-08-17,2005-07-18,0.8682061945073873
NKE,Q3 2005,2005,Q3,2005-09-19,2005-08-20,1.3248100750003464
EXC,Q3 2005,2005,Q3,2005-07-21,2005-06-21,1.096572978363225
LEN,Q3 2005,2005,Q3,2005-09-26,2005-08-27,0.7952381074147099
USB,Q3 2005,2005,Q3,2005-07-19,2005-06-19,0.8521610073485368
DO,Q3 2005,2005,Q3,2005-07-27,2005-06-27,0.6830589880193753
MET,Q3 2005,2005,Q3,2005-07-28,2005-06-28,1.1852352888118287
STJ,Q3 2005,2005,Q3,2005-07-20,2005-06-20,1.206928753249093
BSX,Q3 2005,2005,Q3,2005-07-19,2005-06-19,0.834356290365346
PRU,Q3 2005,2005,Q3,2005-08-03,2005-07-04,0.98196513934927
WEN,Q3 2005,2005,Q3,2005-08-11,2005-07-12,0.8753839227391452
CAH,Q3 2005,2005,Q3,2005-08-05,2005-07-06,1.067700714624106
XMSR,Q3 2005,2005,Q3,2005-07-28,2005-06-28,1.095586820583941
CVS,Q3 2005,2005,Q3,2005-08-03,2005-07-04,1.1612627198023646
SEPR,Q3 2005,2005,Q3,2005-07-19,2005-06-19,1.231383536457925
T,Q3 2005,2005,Q3,2005-07-21,2005-06-21,0.9236973366444298
ADI,Q3 2005,2005,Q3,2005-08-11,2005-07-12,0.7846429852355474
F,Q3 2005,2005,Q3,2005-07-19,2005-06-19,0.7999822223989158
CL,Q3 2005,2005,Q3,2005-07-27,2005-06-27,1.2359110703816034
BMY,Q3 2005,2005,Q3,2005-07-28,2005-06-28,0.8451058196996268
XTO,Q3 2005,2005,Q3,2005-07-19,2005-06-19,0.8171025843806303
CI,Q3 2005,2005,Q3,2005-08-03,2005-07-04,0.98938227804381
GIS,Q3 2005,2005,Q3,2005-09-22,2005-08-23,1.2562548572174488
BK,Q3 2005,2005,Q3,2005-07-20,2005-06-20,1.3410048013845872
GD,Q3 2005,2005,Q3,2005-07-20,2005-06-20,1.2301124508793793
ITW,Q3 2005,2005,Q3,2005-07-21,2005-06-21,0.7154338950138927
BEN,Q3 2005,2005,Q3,2005-07-28,2005-06-28,0.9629567524273999
KMB,Q3 2005,2005,Q3,2005-07-22,2005-06-22,0.9595719303409579
