gvkey,linkprim,liid,linktype,lpermno,lpermco,linkdt,linkenddt
183377,P,01,LC,93132.0,53286.0,2009-11-18,
149738,P,06,LC,93150.0,43340.0,2009-12-10,2022-01-31
184040,P,01,LC,93152.0,53294.0,2009-12-16,2018-04-11
183581,P,01,LC,93174.0,53300.0,2009-12-11,
012785,P,01,LC,93179.0,53305.0,2009-12-29,
183684,P,01,LC,93185.0,53307.0,2009-12-16,2017-02-28
029887,P,01,LC,93223.0,53326.0,2010-01-04,2016-01-29
183736,P,01,LC,93246.0,53339.0,2010-02-11,
175269,P,01,LC,93263.0,53346.0,2010-02-10,2010-12-31
175269,P,01,LC,93263.0,53346.0,2017-05-24,
065459,P,03,LC,93295.0,32162.0,2010-03-18,2018-07-31
062965,P,02,LC,93312.0,53374.0,2010-03-31,
184323,P,01,LC,93373.0,53406.0,2010-05-13,2024-03-06
184442,P,01,LC,93420.0,53438.0,2010-06-17,2020-10-31
184442,C,01,LC,93420.0,53438.0,2020-11-01,2020-11-19
184442,N,01,LC,93420.0,53438.0,2020-11-20,2020-11-30
154357,P,01,LC,93422.0,53439.0,2010-07-01,2021-03-31
010567,P,04,LC,93423.0,53440.0,2010-06-21,
184514,P,01,LC,93428.0,53446.0,2010-06-16,2018-02-28
184500,P,01,LC,93429.0,53447.0,2010-06-15,
184994,P,01,LC,93433.0,53451.0,2010-06-18,2019-09-30
184996,P,01,LC,93436.0,53453.0,2010-06-29,
